Predicted Power,Actual Power,Error,Absolute Error,Relative Error (%),Timestamp
281.5275078472087,208.93,-72.5975078472087,72.5975078472087,34.74728753514285,2025/3/26 13:00
283.1008438136437,208.19,-74.91084381364368,74.91084381364368,35.98196061943787,2025/3/26 13:15
282.77478231792605,208.98,-73.79478231792606,73.79478231792606,35.31188741405434,2025/3/26 13:30
285.76639773206153,208.89,-76.87639773206155,76.87639773206155,36.802335072059336,2025/3/26 13:45
287.62077498342785,209.35,-78.27077498342786,78.27077498342786,37.38752089008382,2025/3/26 14:00
289.4294536092199,210.76,-78.66945360921989,78.66945360921989,37.32655798499837,2025/3/26 14:15
286.67789273998983,241.28,-45.39789273998983,45.39789273998983,18.815439630293028,2025/3/26 14:30
279.855633104978,241.9,-37.95563310497798,37.95563310497798,15.690629642398632,2025/3/26 14:45
284.25113351766186,241.97,-42.28113351766186,42.28113351766186,17.47370893815117,2025/3/26 15:00
277.2360007653881,241.42,-35.81600076538811,35.81600076538811,14.835556608969132,2025/3/26 15:15
274.4996501513285,241.21,-33.28965015132852,33.28965015132852,13.80110698201348,2025/3/26 15:30
275.92905969464664,242.23,-33.69905969464665,33.69905969464665,13.912009121344482,2025/3/26 15:45
275.5431265679037,241.21,-34.33312656790369,34.33312656790369,14.233707793163408,2025/3/26 16:00
273.3967034272185,241.7,-31.69670342721849,31.69670342721849,13.11406844319627,2025/3/26 16:15
280.7845979214318,242.19,-38.59459792143178,38.59459792143178,15.9356694832222,2025/3/26 16:30
286.22898011896143,241.47,-44.75898011896143,44.75898011896143,18.5360417935739,2025/3/26 16:45
286.56587308688023,241.08,-45.48587308688022,45.48587308688022,18.867543175237,2025/3/26 17:00
285.6887128005039,205.89,-79.79871280050389,79.79871280050389,38.75793520834676,2025/3/26 17:15
276.56045749460577,237.63,-38.930457494605776,38.930457494605776,16.382804147030843,2025/3/26 17:30
274.5208417077686,237.9,-36.62084170776862,36.62084170776862,15.393376085646585,2025/3/26 17:45
277.1564830885348,238.9,-38.25648308853479,38.25648308853479,16.013596939522305,2025/3/26 18:00
282.7671388824503,239.68,-43.08713888245029,43.08713888245029,17.976943792737114,2025/3/26 18:15
279.61253794053,275.79,-3.822537940529969,3.822537940529969,1.3860321043288673,2025/3/26 18:30
280.596864307593,258.7,-21.896864307593034,21.896864307593034,8.46419184676636,2025/3/26 18:45
279.885799709086,269.61,-10.27579970908596,10.27579970908596,3.8113570376032593,2025/3/26 19:00
282.6038365541052,297.37,14.76616344589479,14.76616344589479,4.965586120284436,2025/3/26 19:15
281.4827051979167,337.51,56.0272948020833,56.0272948020833,16.600188083928387,2025/3/26 19:30
