date,MAE,MSE,RMSE,ACC,K,Pe,n_samples
2025-03-27,54.614504501968874,4257.611933303721,65.25037879816271,0.8561182385928054,0.8031569728269103,0.0,96
2025-03-28,57.39746063689105,5403.5753920765155,73.50901571968241,0.8379073523270509,0.6637129204572556,0.0,96
2025-03-29,33.7376236790102,1646.3186869842664,40.57485288924985,0.9105295415893058,0.6202960856847181,0.0,96
2025-03-30,50.99557584125777,3336.7896122782836,57.764951417605154,0.8726241424088089,0.36489773520633917,0.0,96
2025-03-31,46.0841289409611,3189.556817340575,56.476161496162035,0.8754660165465005,0.4748645700439623,0.0,96
2025-04-01,33.13662203272171,1417.3397333471148,37.64757274177334,0.916984404097523,0.6359981313436269,0.0,96
2025-04-02,45.76301629662169,3635.964129146691,60.29895628571602,0.8670364800755986,0.3536592621394504,0.0,96
2025-04-03,33.97121076988329,1930.9423391861765,43.942488996257104,0.9031036626322886,0.7414424924886476,0.0,96
2025-04-04,62.17531226302945,5393.094694118222,73.43769259799917,0.8380646249217218,0.6137332619821363,0.0,96
2025-04-05,21.20982080062129,834.9405716513742,28.895338233898112,0.9362837084147781,0.7020517133281572,0.0,96
2025-04-06,33.80438415853779,1633.5023338228184,40.416609628008366,0.9108784793208194,0.7057305836040552,0.0,96
2025-04-07,41.389516573115195,2201.6241045017396,46.92146741633023,0.896534801728048,0.7281760195967437,0.0,96
2025-04-08,27.393795184434975,1252.1390483647358,35.38557684092116,0.9219722671644517,0.7145416599617419,0.0,96
2025-04-09,37.94052092707421,2166.3693916209318,46.54427345679522,0.8973665414403633,0.6528961095590922,0.0,96
2025-04-10,35.645955695128215,1981.0762684322865,44.509282946732434,0.901853841352299,0.6702862154862133,0.0,96
2025-04-11,35.52609403669613,2151.3286710299367,46.38241769280614,0.897723444999325,0.7747157505125365,0.0,96
2025-04-12,64.46212771374472,5842.247596608511,76.43459685645311,0.8314562362591993,0.5051036841490251,0.0,96
2025-04-13,28.351113053481424,1204.521148958161,34.706211964980575,0.9234703154024684,0.636852057850351,0.0,96
2025-04-14,19.685833669754057,858.9660475481579,29.308122552428326,0.9353734894103014,0.678486618441902,0.0,96
2025-04-15,24.70486779006436,902.4351061990819,30.040557687883926,0.933758417446783,0.7111173044300556,0.0,96
2025-04-16,57.95966363558721,6212.237414299346,78.81774809203411,0.8262012169966172,0.37336510442959436,1.7227480920340845,96
