Predicted Power,Actual Power,Timestamp
20.822271232163857,29.51,2023-03-11 13:15:00
20.869001580098377,29.14,2023-03-11 13:30:00
21.891509502837927,34.95,2023-03-11 13:45:00
21.62389945586616,35.7,2023-03-11 14:00:00
20.85925992001437,36.59,2023-03-11 14:15:00
26.331283669571,37.04,2023-03-11 14:30:00
39.66803846698442,36.84,2023-03-11 14:45:00
42.89038686207802,36.55,2023-03-11 15:00:00
42.26447858741826,36.28,2023-03-11 15:15:00
43.279297511274,38.25,2023-03-11 15:30:00
42.71351649356839,58.04,2023-03-11 15:45:00
42.91551086412441,55.98,2023-03-11 16:00:00
42.886855046583385,51.94,2023-03-11 16:15:00
42.42552345333372,61.48,2023-03-11 16:30:00
42.42552345333372,58.76,2023-03-11 16:45:00
42.29982983395984,61.23,2023-03-11 17:00:00
42.29982983395984,53.8,2023-03-11 17:15:00
42.5973068549736,58.31,2023-03-11 17:30:00
45.29448046604709,65.38,2023-03-11 17:45:00
49.15984904894707,72.25,2023-03-11 18:00:00
50.69274583435321,77.7,2023-03-11 18:15:00
51.44224742236822,77.4,2023-03-11 18:30:00
54.65468103371856,74.49,2023-03-11 18:45:00
55.78352540764854,67.56,2023-03-11 19:00:00
50.22532874937264,75.95,2023-03-11 19:15:00
52.542432398357946,75.49,2023-03-11 19:30:00
52.04447071924458,73.65,2023-03-11 19:45:00
51.64578567914577,69.62,2023-03-11 20:00:00
51.14449360624042,70.41,2023-03-11 20:15:00
52.2090568387574,56.58,2023-03-11 20:30:00
52.58331026706582,45.29,2023-03-11 20:45:00
53.02713108722461,49.99,2023-03-11 21:00:00
53.69708589529494,56.75,2023-03-11 21:15:00
54.88500386699925,55.98,2023-03-11 21:30:00
56.79925658740291,51.88,2023-03-11 21:45:00
56.482978918923706,48.82,2023-03-11 22:00:00
49.81247872873634,48.03,2023-03-11 22:15:00
35.0837434350364,42.26,2023-03-11 22:30:00
23.94008189924044,44.06,2023-03-11 22:45:00
19.422545582611917,44.17,2023-03-11 23:00:00
18.9032722612725,40.11,2023-03-11 23:15:00
18.508812379028686,40.16,2023-03-11 23:30:00
20.193530693994894,35.83,2023-03-11 23:45:00
25.403622264577223,29.63,2023-03-12 00:00:00
26.0542472041136,22.41,2023-03-12 00:15:00
26.183389792645773,14.91,2023-03-12 00:30:00
27.87628455554804,7.48,2023-03-12 00:45:00
27.808222479777204,5.59,2023-03-12 01:00:00
24.75653287938963,5.64,2023-03-12 01:15:00
26.70323918624468,9.06,2023-03-12 01:30:00
26.598602241411815,11.52,2023-03-12 01:45:00
27.377445189349377,16.62,2023-03-12 02:00:00
30.141693319391106,20.11,2023-03-12 02:15:00
34.728031349618604,21.92,2023-03-12 02:30:00
34.86027235914136,26.49,2023-03-12 02:45:00
32.954007538936615,32.12,2023-03-12 03:00:00
31.817679174457627,35.74,2023-03-12 03:15:00
33.73246740925396,46.86,2023-03-12 03:30:00
35.380319973728064,45.91,2023-03-12 03:45:00
35.092209233508854,41.13,2023-03-12 04:00:00
34.08340154678503,44.64,2023-03-12 04:15:00
32.815561843647295,39.96,2023-03-12 04:30:00
32.378935441061934,36.54,2023-03-12 04:45:00
33.28386976455391,41.86,2023-03-12 05:00:00
33.76866607611609,38.81,2023-03-12 05:15:00
35.71625989576818,35.31,2023-03-12 05:30:00
37.72892937105888,31.01,2023-03-12 05:45:00
37.27710595974336,24.34,2023-03-12 06:00:00
34.35012210258567,19.93,2023-03-12 06:15:00
34.26393511984607,22.45,2023-03-12 06:30:00
34.01486842131622,20.75,2023-03-12 06:45:00
34.157477876198286,20.49,2023-03-12 07:00:00
33.72786253855373,22.39,2023-03-12 07:15:00
31.911797642071704,25.1,2023-03-12 07:30:00
29.91893505509851,33.2,2023-03-12 07:45:00
29.730649048844388,35.9,2023-03-12 08:00:00
30.10697143825297,42.14,2023-03-12 08:15:00
30.260992434511664,43.5,2023-03-12 08:30:00
29.720620661967267,41.98,2023-03-12 08:45:00
27.9399498020191,35.78,2023-03-12 09:00:00
25.69962324935293,42.29,2023-03-12 09:15:00
26.15254323283717,37.25,2023-03-12 09:30:00
