Timestamp,Predicted_Power
2025-05-09 00:00:00,244.338327199579
2025-05-09 00:15:00,236.5474615725571
2025-05-09 00:30:00,233.01551186747238
2025-05-09 00:45:00,223.79413888715928
2025-05-09 01:00:00,224.98054419779018
2025-05-09 01:15:00,225.2142104112459
2025-05-09 01:30:00,224.693833156756
2025-05-09 01:45:00,219.92858627706894
2025-05-09 02:00:00,210.44623075623159
2025-05-09 02:15:00,185.26421276691462
2025-05-09 02:30:00,160.77338199878398
2025-05-09 02:45:00,162.2236622640169
2025-05-09 03:00:00,148.84303035293425
2025-05-09 03:15:00,148.58891101097836
2025-05-09 03:30:00,135.6100190624427
2025-05-09 03:45:00,117.60658634963063
2025-05-09 04:00:00,105.22077354447352
2025-05-09 04:15:00,91.54294421582063
2025-05-09 04:30:00,88.0433682988046
2025-05-09 04:45:00,79.91723533315206
2025-05-09 05:00:00,72.66185822773753
2025-05-09 05:15:00,57.9735301915031
2025-05-09 05:30:00,49.24326681972072
2025-05-09 05:45:00,49.506082993892754
2025-05-09 06:00:00,45.9491847326843
2025-05-09 06:15:00,41.47655942690806
2025-05-09 06:30:00,46.841361263684796
2025-05-09 06:45:00,47.26458093646895
2025-05-09 07:00:00,39.119373200620686
2025-05-09 07:15:00,37.526340804773255
2025-05-09 07:30:00,41.211954566770274
2025-05-09 07:45:00,42.42495134856655
2025-05-09 08:00:00,31.944927001403286
2025-05-09 08:15:00,35.72127823245441
2025-05-09 08:30:00,35.06889900008278
2025-05-09 08:45:00,29.473226750750435
2025-05-09 09:00:00,32.03108308947108
2025-05-09 09:15:00,32.10792305658153
2025-05-09 09:30:00,35.36726833213122
2025-05-09 09:45:00,36.318661947865856
2025-05-09 10:00:00,33.66100616731591
2025-05-09 10:15:00,30.68278938334463
2025-05-09 10:30:00,24.91458150276863
2025-05-09 10:45:00,19.30653704012444
2025-05-09 11:00:00,17.64216996920782
2025-05-09 11:15:00,16.9822755339101
2025-05-09 11:30:00,17.187178312143097
2025-05-09 11:45:00,18.448587253957655
2025-05-09 12:00:00,15.802369087375038
2025-05-09 12:15:00,14.951504761071021
2025-05-09 12:30:00,15.331209655886056
2025-05-09 12:45:00,15.880614702805625
2025-05-09 13:00:00,13.534724079684601
2025-05-09 13:15:00,11.658487667541443
2025-05-09 13:30:00,11.036333868136596
2025-05-09 13:45:00,10.168890911966868
2025-05-09 14:00:00,9.137764873918014
2025-05-09 14:15:00,8.640581906642572
2025-05-09 14:30:00,6.8740116218565115
2025-05-09 14:45:00,6.625809737145498
2025-05-09 15:00:00,8.057244118154438
2025-05-09 15:15:00,6.623674832325212
2025-05-09 15:30:00,8.14330885977553
2025-05-09 15:45:00,8.820695682872532
2025-05-09 16:00:00,10.410023557246623
2025-05-09 16:15:00,16.878320450745417
2025-05-09 16:30:00,19.30284452541994
2025-05-09 16:45:00,29.221462918756
2025-05-09 17:00:00,33.99403865927821
2025-05-09 17:15:00,33.09900590331198
2025-05-09 17:30:00,31.311688373515732
2025-05-09 17:45:00,36.5808327524934
2025-05-09 18:00:00,41.177639979556595
2025-05-09 18:15:00,48.860213133078396
2025-05-09 18:30:00,48.0058366554294
2025-05-09 18:45:00,58.33359420445365
2025-05-09 19:00:00,70.04194859907314
2025-05-09 19:15:00,73.37694950098536
2025-05-09 19:30:00,79.82913972619359
2025-05-09 19:45:00,72.96299696027664
2025-05-09 20:00:00,75.75377834470102
2025-05-09 20:15:00,80.96924376982821
2025-05-09 20:30:00,74.04502664240303
2025-05-09 20:45:00,74.83452597423766
2025-05-09 21:00:00,72.35655348598081
2025-05-09 21:15:00,86.3833304997075
2025-05-09 21:30:00,87.13285683994674
2025-05-09 21:45:00,87.64108924685571
2025-05-09 22:00:00,86.76513305176259
2025-05-09 22:15:00,88.4349660807679
2025-05-09 22:30:00,89.3196891292658
2025-05-09 22:45:00,103.14264343559422
2025-05-09 23:00:00,102.38477339731017
2025-05-09 23:15:00,108.1228636240698
2025-05-09 23:30:00,104.41079808018367
2025-05-09 23:45:00,116.47651711285947
2025-05-10 00:00:00,113.84220132869179
